,Unnamed: 0,Unnamed: 0.1,Src Port,Dst Port,Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
10,10,3532580,80,39112,6,5497259,4,5,935.0,331.0,935.0,0.0,233.75,467.50000000000006,331.0,0.0,66.2,148.02770011048608,687157.375,1549744.4454959969,4421352.0,5.0,56379.0,18793.0,27456.33841210441,50310.0,58.0,5491184.0,1372796.0,2085755.3234028518,4421352.0,11830.0,0,0,0,0,136,176,0.7276353542738299,0.9095441928422876,0.0,935.0,126.60000000000002,302.49157931346707,91501.15555555557,0,0,0,0,1,0,0,0,1.0,140.66666666666666,233.75,66.2,0,0,0,0,0,0,4,935,5,331,-1,211,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
11,11,6384046,59983,53,17,443,1,1,45.0,61.0,45.0,45.0,45.0,0.0,61.0,61.0,61.0,0.0,443.0,0.0,443.0,443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,2257.336343115124,2257.336343115124,45.0,61.0,50.33333333333334,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,0,1.0,75.5,45.0,61.0,0,0,0,0,0,0,1,45,1,61,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12,12,1895385,51366,443,6,116847576,65,275,905.0,384531.0,198.0,0.0,13.923076923076927,43.97275708190943,1460.0,0.0,1398.294545454545,281.48982648649087,344683.1150442478,4467548.109857781,58533269.0,0.0,116847576.0,1825743.375,10214434.116136253,58533269.0,25.0,116769754.0,426166.9854014599,4971726.442626993,58553282.0,0.0,0,0,0,0,1312,5512,0.5562802603624399,2.353493409225708,0.0,1460.0,1130.3108504398829,603.597706525711,364330.19132309826,0,0,1,1,0,0,0,1,4.0,1133.6352941176472,13.923076923076925,1398.2945454545456,0,0,0,0,0,0,65,905,275,384531,8192,127,8,20,134328.5,79769.42309243561,190734.0,77923.0,58250506.5,399886.5624305223,58533269.0,57967744.0,0
13,13,7890948,50607,80,6,54374571,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54374571.0,0.0,54374571.0,54374571.0,54374571.0,54374571.0,0.0,54374571.0,54374571.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,0.036781899391905085,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2239,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
14,14,2091355,445,60730,6,36,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,36.0,36.0,36.0,36.0,0.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,55555.555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,257,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
15,15,3416147,80,52178,6,5364668,4,5,935.0,369.0,935.0,0.0,233.75,467.50000000000006,369.0,0.0,73.8,165.02181673948445,670583.5,1516877.8306493338,4321710.0,5.0,30039.0,10013.0,14521.823990119148,26675.0,49.0,5337939.0,1334484.75,2047744.824579693,4321710.0,869.0,0,0,0,0,136,176,0.7456193002064619,0.9320241252580774,0.0,935.0,130.4,305.56766844677793,93371.6,0,0,0,0,1,0,0,0,1.0,144.88888888888889,233.75,73.8,0,0,0,0,0,0,4,935,5,369,-1,211,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
16,16,3285107,80,33414,6,4185295,4,4,935.0,323.0,935.0,0.0,233.75,467.50000000000006,323.0,0.0,80.75,161.5,597899.2857142858,1549693.1007144302,4112087.0,6.0,73201.0,24400.333333333336,23229.360867947555,46284.0,26.0,4158372.0,1386124.0,2360819.279812201,4112087.0,5480.0,0,0,0,0,136,136,0.9557271351242864,0.9557271351242864,0.0,935.0,139.77777777777777,316.76362550716647,100339.19444444444,0,0,0,0,1,0,0,0,1.0,157.25,233.75,80.75,0,0,0,0,0,0,4,935,4,323,-1,211,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
17,17,7459079,49381,80,6,54773513,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54773513.0,0.0,54773513.0,54773513.0,54773513.0,54773513.0,0.0,54773513.0,54773513.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,0.03651399901992775,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2239,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
18,18,1701149,0,0,0,112634997,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56317498.5,60.10407640085654,56317541.0,56317456.0,112634997.0,56317498.5,60.10407640085654,56317541.0,56317456.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.026634705730049432,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0.0,0.0,56317498.5,60.10407640085654,56317541.0,56317456.0,0
19,19,5059951,61769,53,17,543,1,1,38.0,66.0,38.0,38.0,38.0,0.0,66.0,66.0,66.0,0.0,543.0,0.0,543.0,543.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,1841.6206261510129,1841.6206261510129,38.0,66.0,47.33333333333334,16.165807537309522,261.33333333333337,0,0,0,0,0,0,0,0,1.0,71.0,38.0,66.0,0,0,0,0,0,0,1,38,1,66,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20,20,1866067,61593,53,17,1799,1,1,30.0,117.0,30.0,30.0,30.0,0.0,117.0,117.0,117.0,0.0,1799.0,0.0,1799.0,1799.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,555.8643690939409,555.8643690939409,30.0,117.0,59.0,50.22947341949745,2523.0,0,0,0,0,0,0,0,0,1.0,88.5,30.0,117.0,0,0,0,0,0,0,1,30,1,117,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21,21,3494310,80,52602,6,9029755,4,4,935.0,342.0,935.0,0.0,233.75,467.50000000000006,342.0,0.0,85.5,171.0,1289965.0000000002,3390730.8022096064,8979342.0,7.0,50406.0,16802.0,22299.953295915217,42110.0,35.0,9021432.0,3007144.0,5172116.91642136,8979342.0,268.0,0,0,0,0,136,136,0.4429799036629455,0.4429799036629455,0.0,935.0,141.88888888888889,318.19744045342526,101249.61111111114,0,0,0,0,1,0,0,0,1.0,159.625,233.75,85.5,0,0,0,0,0,0,4,935,4,342,-1,211,1,0,0.0,0.0,0.0,0.0,8979342.0,0.0,8979342.0,8979342.0,1
22,22,3529067,80,35906,6,4357900,4,4,935.0,339.0,935.0,0.0,233.75,467.50000000000006,339.0,0.0,84.75,169.5,622557.1428571428,1629131.0218676324,4316998.0,8.0,40894.0,13631.333333333332,19404.321486033296,35851.0,23.0,4352846.0,1450948.6666666663,2482102.7253039577,4316998.0,5480.0,0,0,0,0,136,136,0.917873287592648,0.917873287592648,0.0,935.0,141.55555555555554,317.96309184837435,101100.52777777775,0,0,0,0,1,0,0,0,1.0,159.25,233.75,84.75,0,0,0,0,0,0,4,935,4,339,-1,211,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
23,23,5627945,55200,443,6,5025164,6,4,317.0,145.0,235.0,0.0,52.83333333333333,91.69387474998898,145.0,0.0,36.25,72.5,558351.5555555555,1647553.1912239671,4951621.0,18.0,5025164.0,1005032.8,2233801.8701688163,5000965.0,43.0,61700.0,20566.666666666664,25837.874570740787,49632.0,203.0,0,0,0,0,132,92,1.1939908826856198,0.7959939217904132,0.0,235.0,42.0,77.72258359061412,6040.8,0,0,1,1,0,0,0,1,0.0,46.2,52.83333333333334,36.25,0,0,0,0,0,0,6,317,4,145,8192,110,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
24,24,3383451,61924,53,17,292,1,1,47.0,63.0,47.0,47.0,47.0,0.0,63.0,63.0,63.0,0.0,292.0,0.0,292.0,292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,3424.6575342465753,3424.6575342465753,47.0,63.0,52.33333333333334,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,0,1.0,78.5,47.0,63.0,0,0,0,0,0,0,1,47,1,63,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
25,25,489137,443,50038,6,59,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,59.0,59.0,0.0,0.0,0.0,0.0,0.0,59.0,59.0,0.0,59.0,59.0,0,0,0,0,0,64,0.0,33898.30508474576,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,338,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
26,26,3459668,51463,443,6,116684214,18,16,1296.0,6921.0,315.0,0.0,72.0,96.8516148245224,1460.0,0.0,432.56250000000006,579.4393806372963,3535885.272727273,14049182.88674252,58022051.0,1.0,116684214.0,6863777.294117647,19248117.08876916,58022051.0,23.0,116606419.0,7773761.266666668,20412222.742558707,58060897.0,1.0,0,0,0,0,372,332,0.15426251232236093,0.13712223317543196,0.0,1460.0,234.77142857142846,432.28783206088417,186872.7697478992,0,0,1,1,0,0,0,1,0.0,241.67647058823533,72.0,432.5625,0,0,0,0,0,0,18,1296,16,6921,8192,135,9,20,300669.0,315134.86495784624,523503.0,77835.0,58002541.5,27590.599495117905,58022051.0,57983032.0,0
27,27,7305989,51360,80,6,67,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,67.0,67.0,67.0,67.0,0.0,67.0,67.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,29850.74626865672,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2238,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
28,28,5314814,55062,445,6,418164,5,5,373.0,172.0,140.0,0.0,74.6,70.2837107728384,133.0,0.0,34.4,57.64807021921897,46462.66666666666,50820.56578541801,149091.0,39.0,418101.0,104525.25,102939.57596044712,203402.0,39.0,418113.0,104528.25,63780.9989018412,181978.0,32853.0,0,0,0,0,112,112,11.95703121263428,11.95703121263428,0.0,140.0,49.54545454545455,63.08147689514512,3979.272727272727,0,0,0,1,0,0,0,0,1.0,54.5,74.6,34.4,0,0,0,0,0,0,5,373,5,172,8192,0,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
29,29,3539979,60503,53,17,12427,1,1,44.0,128.0,44.0,44.0,44.0,0.0,128.0,128.0,128.0,0.0,12427.0,0.0,12427.0,12427.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,80.4699444757383,80.4699444757383,44.0,128.0,72.0,48.497422611928556,2352.0,0,0,0,0,0,0,0,0,1.0,108.0,44.0,128.0,0,0,0,0,0,0,1,44,1,128,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
30,30,3753968,443,53457,6,20,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,49999.99999999999,49999.99999999999,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,115,254,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
31,31,491166,80,59160,6,84,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,84.0,84.0,0.0,0.0,0.0,0.0,0.0,84.0,84.0,0.0,84.0,84.0,0,0,0,0,0,40,0.0,23809.52380952381,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,320,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
32,32,5782678,53712,80,6,22635,3,4,508.0,411.0,508.0,0.0,169.33333333333334,293.2939367483299,411.0,0.0,102.75,205.5,3772.5,5696.39116458833,11146.0,16.0,11339.0,5669.5,7767.567991334225,11162.0,177.0,11489.0,3829.666666666667,6468.969109010594,11299.0,29.0,0,0,0,0,72,92,132.5381047051027,176.717472940137,0.0,508.0,114.875,214.2811487608878,45916.41071428573,0,0,1,1,0,0,0,1,1.0,131.28571428571428,169.33333333333334,102.75,0,0,0,0,0,0,3,508,4,411,8192,60,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
33,33,267538,443,6547,6,3,2,1,31.0,46.0,31.0,0.0,15.5,21.92031021678297,46.0,46.0,46.0,0.0,1.5,2.1213203435596424,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,40,20,666666.6666666665,333333.33333333326,0.0,46.0,30.75,21.68524844220144,470.25,0,0,0,1,1,0,0,0,0.0,41.0,15.5,46.0,0,0,0,0,0,0,2,31,1,46,-1,128,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
34,34,2156822,49692,443,6,60402769,4,2,146.0,250.0,73.0,0.0,36.5,42.14656965084268,125.0,125.0,125.0,0.0,12080553.8,26612717.088566564,59686811.0,152281.0,60402769.0,20134256.333333336,34253548.41201649,59686811.0,311683.0,60051427.0,60051427.0,0.0,60051427.0,60051427.0,1,0,0,0,80,40,0.06622212965104299,0.033111064825521494,0.0,125.0,66.99999999999999,51.33874430356343,2635.6666666666665,0,1,0,0,1,0,0,0,0.0,78.16666666666667,36.5,125.0,0,0,0,0,0,0,4,146,2,250,255,7827,1,20,404275.0,0.0,404275.0,404275.0,59686811.0,0.0,59686811.0,59686811.0,0
35,35,4647993,59761,53,17,17419,1,1,84.0,166.0,84.0,84.0,84.0,0.0,166.0,166.0,166.0,0.0,17419.0,0.0,17419.0,17419.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,57.4085768413801,57.4085768413801,84.0,166.0,111.33333333333331,47.34272207354931,2241.333333333333,0,0,0,0,0,0,0,0,1.0,167.0,84.0,166.0,0,0,0,0,0,0,1,84,1,166,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
36,36,3421127,80,44366,6,4338569,4,4,935.0,383.0,935.0,0.0,233.75,467.50000000000006,383.0,0.0,95.75,191.5,619795.5714285715,1616101.122133746,4284679.0,7.0,53882.0,17960.666666666664,16104.837917015293,31233.0,44.0,4307285.0,1435761.6666666663,2467236.6029915605,4284679.0,8307.0,0,0,0,0,136,136,0.9219629790375584,0.9219629790375584,0.0,935.0,146.44444444444446,321.6947742469215,103487.52777777775,0,0,0,0,1,0,0,0,1.0,164.75,233.75,95.75,0,0,0,0,0,0,4,935,4,383,-1,211,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
37,37,5993183,443,50455,6,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,180,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
38,38,4131183,443,55619,6,1,3,0,77.0,0.0,46.0,0.0,25.666666666666664,23.459184413217212,0.0,0.0,0.0,0.0,0.5,0.7071067811865476,1.0,0.0,1.0,0.5,0.7071067811865476,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,60,0,3000000.0,0.0,0.0,46.0,30.75,21.68524844220144,470.25,0,1,0,0,1,0,0,0,0.0,41.0,25.66666666666667,0.0,0,0,0,0,0,0,3,77,0,0,129,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
39,39,3204556,80,60768,6,4669697,4,5,935.0,728.0,935.0,0.0,233.75,467.50000000000006,364.0,0.0,145.6,199.37101093188045,583712.125,1542318.417833864,4396252.0,5.0,273440.0,91146.66666666666,130222.1249801021,240309.0,111.0,4636560.0,1159140.0,2160360.246129952,4396252.0,402.0,0,0,0,0,136,168,0.8565866264984644,1.0707332831230805,0.0,935.0,166.29999999999995,309.5983239977604,95851.12222222221,0,0,0,0,1,0,0,0,1.0,184.77777777777766,233.75,145.6,0,0,0,0,0,0,4,935,5,728,-1,211,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
40,40,2032053,52409,445,6,260095,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130047.5,183814.5290897865,260024.0,71.0,260095.0,260095.0,0.0,260095.0,260095.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,52,32,7.689498068013611,3.8447490340068056,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,8192,8192,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
